"iid","is_male","age","field_of_study","field_of_study_category","undergrad_sch","median_SAT_of_undergrad_sch","tuition_of_undergrad_sch","race","importance_of_race","importance_of_religion","from","median_income_of_zipcode","income","goal_of_participating","freq_of_going_on_dates","freq_of_going_out","intended_career","intended_career_category","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","expectation_of_happiness_of_matches","expected_num_of_people_interested_in_me_out_of_twenty"
474,FALSE,30,"biotechnology","Biological Sciences/Chemistry/Physics","washington university in st louis","","26,377.00","Black/African American",1,1,"alabama","36,701","22,161.00","Seemed like a fun night out","Several times a year","Once a month","scientist","Academic/Research",10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,NA
475,FALSE,27,"SIPA-International Affairs","Political Science/International Affairs","American University","1,206.00","22,481.00","Latino/Hispanic American",1,2,"San Francisco","63,131","82,734.00","Seemed like a fun night out","Several times a year","Twice a week","International Development","International/Humanitarian Affairs",1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,NA
476,FALSE,25,"SIPA-International Affairs","Political Science/International Affairs","UC Santa Cruz","1,149.00","15,004.00","European/Causasian-American",1,3,"California","94,933","40,163.00","To say I did it","Once a month","Twice a week","International Development","International/Humanitarian Affairs",4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,NA
477,FALSE,27,"Electrical Engineering","Engineering","McGill University","","","Latino/Hispanic American",5,7,"Canada","","","Seemed like a fun night out","Twice a month","Twice a week","Engineer","Engineer",9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,NA
478,FALSE,26,"International Affairs","Political Science/International Affairs","University of Vermont","1,130.00","20,100.00","European/Causasian-American",4,4,"Washington DC","5,401","","Seemed like a fun night out","Twice a month","Several times a week","Finance/Economics","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,NA
479,FALSE,27,"International affairs","Political Science/International Affairs","Colorado State","1,090.00","12,444.00","European/Causasian-American",3,3,"colorado","80,123","46,185.00","Seemed like a fun night out","Twice a month","Once a week","Banking","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,NA
480,FALSE,26,"Urban Planning","Engineering","Sarah Lawrence College","1,260.00","27,982.00","European/Causasian-American",4,6,"New Jersey","7,076","","Seemed like a fun night out","Twice a month","Several times a week","Planning","Engineer",7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,NA
481,TRUE,23,"teaching of English","Education, Academia","Fordham University","1,160.00","22,170.00","European/Causasian-American",8,1,"Westchester County, N.Y.","10,502","78,844.00","To meet new people","Once a week","Twice a week","English teacher","Academic/Research",3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,6,NA
482,TRUE,30,"MBA","Business/Econ/Finance","Tufts","","26,892.00","European/Causasian-American",2,6,"Florida","32,780","29,575.00","To meet new people","Several times a year","Several times a week","Management Consulting","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,NA
483,TRUE,28,"Sociology","Social Science, Psychologist","Bucharest University","","","European/Causasian-American",1,1,"Romania","","","Other","Once a week","Several times a week","professor","Academic/Research",10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,5,NA
484,TRUE,31,"GSAS","Other","school overseas (need a name ?)","","","Asian/Pacific Islander/Asian-American",1,1,"Los Angeles","90,036","34,752.00","Seemed like a fun night out","Several times a year","Twice a month","professional career","Other",7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,NA
485,TRUE,29,"African-American Studies/History","Social Science, Psychologist","Amherst College","1,402.00","27,240.00","Black/African American",4,3,"South Orange, New Jersey","7,050","","To meet new people","Several times a year","Twice a week","writer/teacher","Academic/Research",6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,NA
486,TRUE,32,"Neurosciences/Stem cells","Biological Sciences/Chemistry/Physics","U. del Rosario, Medicine, Colombia SA","","","Latino/Hispanic American",1,1,"Colombia, South America","10,021","","To get a date","Several times a year","Twice a week","Medical Sciences","Doctor/Medicine",7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,8,NA
487,TRUE,24,"Classics","English/Creative Writing/ Journalism","Harvard University","1,400.00","26,019.00","Asian/Pacific Islander/Asian-American",1,1,"New Jersey","7,733","","Seemed like a fun night out","Once a month","Once a week","Professor...?","Academic/Research",4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,5,NA
488,TRUE,29,"Business","Business/Econ/Finance","Delhi University","","","Asian/Pacific Islander/Asian-American",1,1,"India","10,027","","To get a date","Twice a week","Once a week","Management Consulting","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,5,NA
489,TRUE,28,"Business","Business/Econ/Finance","Cornell","1,360.00","26,062.00","European/Causasian-American",6,5,"Greece","10,025","","To get a date","Twice a week","Several times a week","Business","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,NA
490,TRUE,29,"film","Film","NYU","1,340.00","25,380.00","European/Causasian-American",6,1,"Northern New Jersey","7,410","","To meet new people","Several times a year","Once a week","writer/producer","Creative Arts/Entertainment",3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,NA
491,TRUE,29,"MBA","Business/Econ/Finance","Rutgers College","1,188.00","11,311.00","Latino/Hispanic American",3,3,"New Jersey","7,201","","To meet new people","Twice a month","Several times a week","Investment Banker","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,NA
492,TRUE,30,"physics","Biological Sciences/Chemistry/Physics","tufts","","26,892.00","Other",1,1,"new york","46,205","22,173.00","To meet new people","Twice a month","Twice a week","acadeic","Academic/Research",10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,NA
493,TRUE,20,"Public Administration","Political Science/International Affairs","University of the Philippines","","","Asian/Pacific Islander/Asian-American",1,1,"Philippines","1,128","","To say I did it","Several times a year","Once a month","politics","Politics",10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,NA
494,TRUE,30,"journalism","English/Creative Writing/ Journalism","Tufts","","26,892.00","European/Causasian-American",2,8,"Boston","12,302","37,994.00","Looking for a serious relationship","Once a week","Once a week","film and radio","Creative Arts/Entertainment",8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10,6,NA
495,TRUE,32,"Theater","Fine Arts/Arts Administration","UM","","","Other",5,6,"Miami","33,184","35,409.00","To meet new people","Twice a week","Several times a week","Film","Creative Arts/Entertainment",7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,6,NA
496,FALSE,23,"Engineering","Engineering","Purdue","1,134.00","13,872.00","Asian/Pacific Islander/Asian-American",1,1,"Indiana","47,906","23,707.00","Seemed like a fun night out","Once a month","Twice a week","researcher","Academic/Research",8,1,8,7,7,7,8,1,1,7,3,3,3,5,5,5,5,5,NA
497,FALSE,24,"Biology PhD","Biological Sciences/Chemistry/Physics","Wake Forest","","23,530.00","European/Causasian-American",5,5,"Boston, Ma","1,742","","Seemed like a fun night out","Almost never","Several times a week","biology industry","Academic/Research",7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7,6,NA
498,FALSE,25,"biochemistry/genetics","Biological Sciences/Chemistry/Physics","University of Massachusetts-Amherst","","14,433.00","European/Causasian-American",9,9,"Baltimore","10,025","33,772.00","Seemed like a fun night out","Twice a month","Several times a week","scientist","Academic/Research",3,1,5,7,3,3,6,6,9,8,9,6,8,8,8,3,1,5,NA
499,FALSE,26,"Biology","Biological Sciences/Chemistry/Physics","Case Western Reserve University","","21,168.00","European/Causasian-American",1,9,"New York","10,605","57,501.00","To say I did it","Twice a month","Several times a week","Professor","Academic/Research",1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,NA
500,FALSE,25,"Epidemiology","Biological Sciences/Chemistry/Physics","Vanderbilt University","","25,847.00","Black/African American",7,9,"Kansas City, Missouri","64,129","25,314.00","Seemed like a fun night out","Once a month","Once a week","Epidemiologist","Academic/Research",4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,6,NA
501,FALSE,26,"epidemiology","Biological Sciences/Chemistry/Physics","Boston College","1,310.00","25,026.00","European/Causasian-American",7,4,"Upstate New York","12,603","48,876.00","To say I did it","Twice a month","Once a week","epidemiologist","Academic/Research",5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,NA
502,TRUE,26,"Electrical Engineering","Engineering","Kettering University / GMI","1,230.00","18,656.00","Asian/Pacific Islander/Asian-American",1,1,"Boston","2,138","","Seemed like a fun night out","Once a week","Twice a week","Business","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,NA
503,TRUE,25,"Biology","Biological Sciences/Chemistry/Physics","University of California at Santa Cruz","1,149.00","15,004.00","European/Causasian-American",1,5,"California","95,060","34,870.00","To say I did it","Several times a year","Once a month","Scientist","Academic/Research",2,4,4,8,8,8,7,5,2,6,5,7,8,9,9,7,7,5,NA
504,TRUE,23,"Computer Science","Engineering","Swarthmore College","1,460.00","26,376.00","European/Causasian-American",1,1,"Maryland","20,782","35,848.00","To meet new people","Once a month","Twice a week","consultant","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",1,1,2,4,4,4,8,1,3,6,1,5,6,7,7,3,1,7,NA
505,TRUE,27,"MFA Creative Writing","English/Creative Writing/ Journalism","Ateneo de Manila University - Philippines","","","Asian/Pacific Islander/Asian-American",1,1,"Manila, Philippines","12,000","","To get a date","Twice a month","Several times a week","Writer/Editor","Creative Arts/Entertainment",10,6,10,5,10,10,9,7,1,10,10,10,10,10,10,10,10,6,NA
506,TRUE,24,"Stats","Math","UCLA","1,290.00","15,309.00","Asian/Pacific Islander/Asian-American",5,5,"California","90,620","45,017.00","Seemed like a fun night out","Almost never","Twice a week","Finance","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",6,4,6,7,7,7,8,2,4,9,2,5,5,5,5,2,1,4,NA
507,TRUE,24,"Statistics","Math","University of Florida","1,267.00","10,332.00","Asian/Pacific Islander/Asian-American",1,1,"Florida","32,304","12,416.00","To say I did it","Almost never","Once a week","Epidemiologist","Academic/Research",10,9,10,9,9,8,7,4,5,8,5,7,6,6,8,3,2,5,NA
508,TRUE,36,"math of finance","Math","Columbia","1,430.00","26,908.00","Asian/Pacific Islander/Asian-American",1,5,"New York","10,804","87,789.00","To get a date","Once a month","Several times a week","unsure","Undecided",10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8,7,NA
509,FALSE,28,"journalism","English/Creative Writing/ Journalism","NYU","1,340.00","25,380.00","Asian/Pacific Islander/Asian-American",2,2,"working","10,594","","To meet new people","Twice a month","Twice a week","journalism","Journalism",6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,NA
510,FALSE,26,"Business","Business/Econ/Finance","Universidad de Chile","","","Latino/Hispanic American",3,3,"Chile","","","To meet new people","Almost never","Twice a week","Professor","Academic/Research",8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,NA
511,FALSE,23,"Electrical Engineering","Engineering","S.V Regional Engineering College,India","","","Asian/Pacific Islander/Asian-American",2,2,"India","395,001","","To meet new people","Almost never","Once a week","Business Management and Information Technology","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,6,NA
512,FALSE,NA,"MFA Acting Program","Fine Arts/Arts Administration","Hamilton College","1,280.00","27,350.00","European/Causasian-American",1,1,"Cambridge, MA","2,140","","Seemed like a fun night out","Once a week","Twice a week","Actress","Creative Arts/Entertainment",1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5,NA,NA
513,FALSE,23,"MFA Acting Program","Fine Arts/Arts Administration","Tufts University","","26,892.00","European/Causasian-American",1,1,"Florida","33,418","50,572.00","To meet new people","Several times a year","Twice a month","Actress","Creative Arts/Entertainment",1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,NA
514,FALSE,23,"sociology","Social Science, Psychologist","Princeton University","1,460.00","27,230.00","European/Causasian-American",8,9,"New York","11,001","49,642.00","To meet new people","Twice a month","Once a week","teacher and performer","Academic/Research",5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7,NA
515,FALSE,23,"Nonfiction writing","English/Creative Writing/ Journalism","University of Kansas","","9,811.00","European/Causasian-American",8,5,"Kansas","67,111","20,000.00","Seemed like a fun night out","Several times a year","Once a week","Writer/journalist","Journalism",10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6,NA
516,FALSE,27,"Biochemistry & Molecular Biophysics","Biological Sciences/Chemistry/Physics","California State University Los Angeles","","9,162.00","Asian/Pacific Islander/Asian-American",9,3,"California","91,754","32,508.00","To meet new people","Several times a year","Once a week","Scientist","Academic/Research",3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,NA
517,FALSE,30,"Acting","Fine Arts/Arts Administration","Southwestern University","1,227.00","16,650.00","Latino/Hispanic American",1,1,"Mexico","78,666","","To say I did it","Once a month","Once a week","Acting","Creative Arts/Entertainment",2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3,NA
518,FALSE,23,"Theater","Fine Arts/Arts Administration","University of California at Santa Barbara","1,200.00","14,915.00","European/Causasian-American",2,1,"San Diego","92,028","35,627.00","To say I did it","Almost never","Twice a week","Actress","Creative Arts/Entertainment",4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,NA
519,FALSE,26,"Education Policy","Education, Academia","Yale","1,450.00","26,100.00","European/Causasian-American",8,9,"Boston","2,420","","To meet new people","Twice a month","Twice a week","School Leadership/Politics","Politics",9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,NA
520,FALSE,28,"Social Work/SIPA","Social Work","Santa Clara University","1,239.00","20,337.00","Other",2,1,"Hawaii","96,797","46,280.00","Seemed like a fun night out","Almost never","Several times a week","Foreign Service","International/Humanitarian Affairs",4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,5,NA
521,FALSE,26,"Social Work","Social Work","NYU","1,340.00","25,380.00","European/Causasian-American",3,1,"Salt Lake City","84,108","41,191.00","Seemed like a fun night out","Once a week","Several times a week","Exec. Director of social service non-profit","International/Humanitarian Affairs",7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6,6,NA
522,FALSE,22,"Law","Law","Georgetown","1,400.00","25,425.00","European/Causasian-American",3,6,"Pennsylvania","19,087","71,787.00","Seemed like a fun night out","Several times a year","Twice a week","Assistant District Attorney","Lawyer",6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,NA
523,FALSE,27,"Education","Education, Academia","Beijing University","","","Asian/Pacific Islander/Asian-American",3,2,"China","10,027","","To meet new people","Twice a month","Once a week","??","Undecided",8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1,9,NA
524,FALSE,25,"medicine","Medical Science, Pharmaceuticals, and Bio Tech","Columbia University","1,430.00","26,908.00","Asian/Pacific Islander/Asian-American",9,6,"Michigan","48,306","72,412.00","To meet new people","Almost never","Twice a month","physician/healthcare","Doctor/Medicine",4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,NA
525,FALSE,24,"Public Health","Fine Arts/Arts Administration","Cornell University","1,360.00","26,062.00","European/Causasian-American",2,8,"Saratoga, NY","12,020","36,510.00","To meet new people","Twice a month","Several times a week","Sex Therapist","Psychologist",6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,NA
526,FALSE,26,"Social Work","Social Work","Rutgers College","1,188.00","11,311.00","Latino/Hispanic American",5,2,"New Jersey","","","Seemed like a fun night out","Once a month","Once a week","Social Work","Social Work",2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,NA
527,FALSE,24,"Social Work","Social Work","UCLA","1,290.00","15,309.00","Other",5,5,"California","90,034","32,386.00","Seemed like a fun night out","Twice a month","Once a week","Social Worker","Social Work",5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,NA
528,FALSE,29,"Social Work","Social Work","Conneticut College","1,310.00","33,585.00","Latino/Hispanic American",8,7,"NYC","10,029","15,863.00","To meet new people","Several times a year","Several times a week","Social Worker","Social Work",5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,NA
529,FALSE,22,"Engineering","Engineering","ColumbiaU","1,430.00","26,908.00","Asian/Pacific Islander/Asian-American",4,1,"HKG","","","To meet new people","Twice a month","Several times a week","Engineer","Engineer",7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,NA
530,FALSE,22,"Mechanical Engineering","Engineering","Tianjin University in China","","","Asian/Pacific Islander/Asian-American",1,1,"China","471,001","","To meet new people","Almost never","Once a week","dont know yet","Undecided",7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,8,NA
531,TRUE,25,"ELECTRICAL ENGINEERING","Engineering","COOPER UNION","","","Asian/Pacific Islander/Asian-American",5,1,"BEIJING, CHINA","11,572","","To meet new people","Almost never","Twice a week","TEACHING","Academic/Research",10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,7,NA
532,TRUE,26,"Electrical Engineering","Engineering","Univeristy of California, Davis","1,242.00","10,704.00","Asian/Pacific Islander/Asian-American",8,3,"California","94,536","46,272.00","Seemed like a fun night out","Twice a week","Twice a week","ASIC Engineer","Engineer",7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2,6,NA
533,TRUE,26,"Engineering","Engineering","University of Reading, England","","","European/Causasian-American",1,1,"Greece","26,223","","To meet new people","Several times a year","Twice a week","Academic/ Finance","Academic/Research",7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2,5,NA
534,TRUE,24,"electrical engineering","Engineering","Texas State University","","","Other",1,1,"Bangladesh","","","To get a date","Once a month","Several times a year","software engr, network engr","Engineer",7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1,9,NA
535,TRUE,23,"Biochemistry","Biological Sciences/Chemistry/Physics","Loyola College","1,210.00","23,500.00","European/Causasian-American",5,6,"Maryland","19,380","48,137.00","Seemed like a fun night out","Once a month","Once a week","Science","Academic/Research",4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6,6,NA
536,TRUE,29,"Math","Math","Naples, Italy","","","European/Causasian-American",1,1,"Italy","80,131","","Seemed like a fun night out","Once a month","Twice a week","Finance","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,NA
537,TRUE,22,"Electrical Engineering","Engineering","UC Berkeley","1,309.00","15,162.00","Asian/Pacific Islander/Asian-American",7,1,"San Francisco/LA","91,789","61,686.00","Seemed like a fun night out","Once a month","Several times a week","Law","Lawyer",6,6,7,10,8,8,3,3,6,10,8,10,10,10,10,10,1,7,NA
538,TRUE,32,"Biomedical engineering","Engineering","Cooper Union, Bard college, and SUNY Purchase","","","European/Causasian-American",1,1,"Born in Iran","12,563","","Seemed like a fun night out","Twice a month","Twice a week","self-made millionare","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,6,NA
539,TRUE,22,"Law","Law","Dartmouth College","1,430.00","26,562.00","European/Causasian-American",6,6,"Russia","7,078","","Seemed like a fun night out","Twice a month","Several times a week","Lawyer","Lawyer",8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,7,NA
540,TRUE,24,"Industrial Engineering","Engineering","SEAS","1,450.00","26,908.00","European/Causasian-American",5,1,"Persia","0","","Seemed like a fun night out","Almost never","Twice a month","Academic Work, Consultant","Academic/Research",6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3,7,NA
541,TRUE,23,"Industrial Engineering/Operations Research","Engineering","University of Toronto","","","Asian/Pacific Islander/Asian-American",2,2,"Indonesia","10,024","","To get a date","Almost never","Once a week","Entrepreneur","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,NA
542,TRUE,23,"Masters of Industrial Engineering","Engineering","Nirma Institute of Technology-India","","","Asian/Pacific Islander/Asian-American",7,1,"India and NJ","8,805","","To meet new people","Once a month","Once a week","To go into Finance","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,NA
543,TRUE,24,"Electrical Engineering","Engineering","University of Southern California","1,320.00","25,533.00","Asian/Pacific Islander/Asian-American",9,6,"San Diego","95,831","47,624.00","Seemed like a fun night out","Almost never","Twice a week","Research Engineer","Engineer",8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,NA
544,TRUE,23,"Biomedical Engineering","Engineering","U.C. Berkeley","1,309.00","15,162.00","Asian/Pacific Islander/Asian-American",3,8,"San Francisco","94,121","36,673.00","Seemed like a fun night out","Almost never","Once a week","Physician","Doctor/Medicine",3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,NA
545,TRUE,24,"Biomedical Informatics","Engineering","Columbia","1,430.00","26,908.00","European/Causasian-American",7,1,"New York City","10,027","16,767.00","Seemed like a fun night out","Almost never","Twice a week","Doctor","Doctor/Medicine",10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,NA
546,TRUE,30,"Business","Business/Econ/Finance","University of Genova","","","European/Causasian-American",3,4,"Genova, Italy","16,146","","To meet new people","Twice a month","Several times a week","Consulting","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,8,NA
547,TRUE,30,"MBA - Private Equity / Real Estate","Business/Econ/Finance","Oxford University","","","European/Causasian-American",1,1,"Milan, Italy","","","To meet new people","Once a week","Several times a week","Private Equity - Leveraged Buy-Outs","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5,6,NA
548,TRUE,30,"Business","Business/Econ/Finance","University of Cologne, Germany","","","European/Causasian-American",8,8,"Germany","50,354","","Seemed like a fun night out","Several times a year","Several times a week","Management","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,7,NA
549,TRUE,28,"General management/finance","Business/Econ/Finance","LUISS, Rome","","","European/Causasian-American",2,3,"Italy","136","","Seemed like a fun night out","Almost never","Several times a week","General management/consulting","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,NA
550,TRUE,30,"MBA","Business/Econ/Finance","Oxford","","","European/Causasian-American",5,6,"UK","","","To meet new people","Twice a month","Several times a week","Finance","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,7,NA
551,TRUE,27,"Business","Business/Econ/Finance","Harvard","1,400.00","26,019.00","Black/African American",2,1,"London & New York","11,570","55,138.00","Seemed like a fun night out","Several times a year","Once a week","Banking","Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin",6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,3,NA
552,TRUE,25,"Climate Dynamics","Other","Ecole Normale Supérieure, Paris","","","European/Causasian-American",1,1,"France","78,110","","Seemed like a fun night out","Twice a week","Several times a week","assistant master of the universe (otherwise it's too much work)","Other",8,2,5,10,10,10,7,1,9,8,3,7,9,10,10,7,3,10,NA
